Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
H13359,2013,1,0,N,V,V,U,450,2,,   .,13205,1
H13360,2014,1,0,N,V,V,U,450,2,,   .,13205,0
H13361,2015,1,0,N,V,V,U,450,2,,   .,13205,1
H13720,2016,0.745901639,0,N,V,V,U,1100,2,1960,   .,13205,0
H13724,2012,1,0,N,V,V,U,820,2,1960,   .,13205,0
H13827,2012,1,1,N,V,V,U,500,2,1960,   .,13205,0
H13912,2014,1,0,N,V,V,U,400,2,1960,   .,13205,0
H14241,2014,1,0,N,V,V,U,1231,2,1960,   .,13205,0
H14588,2012,1,0,N,V,V,U,724,2,1960,   .,13205,0
H14589,2016,0.99726776,0,N,V,V,U,724,2,1960,   .,13205,0
H1477,2016,0.99726776,0,V,N,O,R,357,2,1900,4,13205,0
H14773,2014,1,1,N,V,V,U,600,2,1960,   .,13205,0
H14794,2016,0.99726776,0,N,V,V,U,470,2,1960,   .,13205,0
H15313,2012,1,0,V,N,O,R,1040,2,1960,5,13205,0
H15686,2012,1,0,V,N,O,R,755,2,1900,5,13205,0
H16019,2012,1,0,V,N,O,R,650,2,1940,5,13205,0
H16020,2013,1,0,V,N,O,R,650,2,1940,5,13205,0
H16474,2012,1,0,V,N,O,R,650,2,1900,5,13205,0
H17216,2013,1,0,V,N,O,R,1760,2,1960,8,13205,0
H17379,2013,1,0,V,N,O,R,564,2,1960,2,13205,0
H17585,2012,1,1,V,N,O,R,2027,2,1970,7,13205,1
H17684,2015,1,0,V,N,O,R,150,2,1900,2,13205,0
H17962,2014,1,0,V,N,O,R,1300,2,1965,5,13205,0
H18360,2012,0.754098361,0,V,N,O,R,1000,2,1900,5,13205,0
H18371,2013,0.293150685,1,V,N,O,R,924,2,1900,4,13205,0
H18589,2012,0.571038251,1,V,N,O,R,400,2,1930,2,13205,0
H1864,2013,1,0,V,V,V,U,546,2,1960,   .,13205,0
H18697,2015,1,0,V,N,O,R,7200,2,1960,>=10,13205,1
H1881,2012,1,0,V,N,O,R,526,2,1900,3,13205,0
H18966,2012,0.259562842,0,V,N,O,R,1425,2,1950,7,13205,0
H19044,2014,1,0,V,N,O,R,590,2,1900,5,13205,1
H19221,2014,1,0,V,N,O,R,1425,2,1950,7,13205,0
H19271,2015,1,0,V,N,O,R,330,2,1960,2,13205,0
H19410,2014,0.753424658,0,V,N,O,R,325,2,1930,4,13205,0
H19411,2016,1,0,V,N,O,R,325,2,1930,4,13205,0
H1942,2014,1,1,V,N,O,R,890,2,1900,5,13205,1
H19510,2015,1,0,V,N,O,R,450,2,1920,5,13205,0
H2121,2013,1,0,V,N,O,R,630,2,1900,5,13205,0
H2458,2014,1,0,V,V,V,U,450,2,1960,   .,13205,0
H269,2014,1,0,N,V,V,U,570,2,1980,   .,13205,0
H2732,2012,1,0,V,V,V,U,400,2,1960,   .,13205,0
H2935,2013,0,0,V,V,V,U,1400,2,,   .,13205,0
H2994,2015,1,0,V,N,O,R,350,2,1900,4,13205,0
H3,2013,1,0,V,V,V,U,360,2,1960,   .,13205,0
H3123,2015,1,0,N,V,V,U,1200,2,1960,   .,13205,0
H3162,2015,1,0,V,V,V,U,670,2,,   .,13205,0
H3625,2013,1,0,V,V,V,U,350,2,1960,   .,13205,0
H3626,2014,0.657534247,0,V,V,V,U,350,2,1960,   .,13205,0
H3652,2016,0.99726776,0,V,N,O,R,4200,2,1960,8,13205,1
H3767,2012,1,0,V,N,O,R,450,2,1900,4,13205,0
H4094,2016,0.994535519,0,V,N,O,R,320,2,1920,4,13205,1
H4117,2015,1,0,N,V,V,U,400,2,1960,   .,13205,0
H4256,2012,1,0,N,V,V,U,520,2,1960,   .,13205,0
H426,2016,1,0,V,N,O,R,765,2,1900,8,13205,0
H430,2012,1,0,V,N,O,R,390,2,1900,3,13205,0
H431,2016,1,0,V,N,O,R,390,2,1900,3,13205,0
H4468,2013,1,0,V,N,O,R,600,2,1900,5,13205,0
H4597,2013,0.328767123,1,V,V,V,U,480,2,1960,   .,13205,0
H4736,2014,1,0,N,V,V,U,5195,2,1960,   .,13205,0
H4809,2013,1,0,N,V,V,U,1414,2,1960,   .,13205,1
H4810,2014,1,0,N,V,V,U,1414,2,1960,   .,13205,0
H4814,2015,1,0,N,V,V,U,720,2,1960,   .,13205,0
H4815,2016,0.99726776,0,N,V,V,U,720,2,1960,   .,13205,0
H5028,2014,0.443835616,0,N,V,V,U,345,2,1960,   .,13205,0
H5164,2013,1,0,V,N,O,R,700,2,1920,5,13205,0
H5222,2012,1,0,N,V,V,U,800,2,1960,   .,13205,0
H5376,2014,1,0,N,V,V,U,551,2,1960,   .,13205,0
H588,2015,1,0,V,V,V,U,490,2,,   .,13205,1
H589,2014,1,0,V,V,V,U,716,2,1960,   .,13205,1
H6130,2013,1,0,N,V,V,U,450,2,1960,   .,13205,0
H6224,2015,1,0,N,V,V,U,900,2,1960,   .,13205,1
H6279,2013,1,0,N,V,V,U,2950,2,1960,   .,13205,0
H6321,2015,1,0,N,V,V,U,1300,2,1960,   .,13205,1
H6394,2012,1,1,N,V,V,U,450,2,,   .,13205,1
H6436,2015,1,0,V,N,O,R,3735,2,2003,6,13205,0
H6474,2013,1,0,N,V,V,U,1166,2,1960,   .,13205,0
H6475,2016,0.99726776,0,N,V,V,U,1166,2,1960,   .,13205,1
H69,2016,0.99726776,0,V,N,O,R,1730,2,1978,6,13205,0
H7355,2013,1,1,V,N,O,R,250,2,1960,3,13205,1
H7356,2014,1,1,V,N,O,R,250,2,1960,3,13205,0
H7357,2016,1,1,V,N,O,R,250,2,1960,3,13205,0
H12792,2013,1,0,N,V,V,U,1000,2,1960,   .,13206,0
H12811,2016,0.99726776,0,N,V,V,U,1100,2,1960,   .,13206,0
H12934,2014,1,1,N,V,V,U,550,2,1980,   .,13206,0
H13222,2016,0.99726776,0,V,N,O,R,220,2,1950,3,13206,0
H13401,2015,1,0,N,V,V,U,800,2,1960,   .,13206,1
H13725,2012,1,0,N,N,O,R,3040,2,1960,6,13206,0
H13735,2013,1,0,N,V,V,U,1600,2,1960,   .,13206,0
H13736,2014,1,0,N,V,V,U,1600,2,1960,   .,13206,1
H1384,2015,1,0,V,N,O,R,720,2,1900,5,13206,0
H14134,2013,1,0,N,V,V,U,450,2,,   .,13206,0
H14190,2013,1,0,N,V,V,U,370,2,1960,   .,13206,1
H1460,2014,1,0,V,N,O,R,690,2,1900,5,13206,0
H1478,2015,1,0,V,N,O,R,1820,2,1900,6,13206,0
H14806,2012,1,0,N,V,V,U,605,2,1960,   .,13206,0
H14807,2014,1,0,N,V,V,U,605,2,1960,   .,13206,0
H15333,2013,1,1,V,N,O,R,1320,2,1930,6,13206,0
H15334,2016,1,1,V,N,O,R,1320,2,1930,6,13206,0
H15667,2012,1,1,V,N,O,R,1388,2,1945,5,13206,0
H15669,2014,1,1,V,N,O,R,1388,2,1945,5,13206,0
H15835,2014,1,0,V,N,O,R,865,2,1960,6,13206,0
H15923,2016,1,0,V,N,O,R,700,2,1960,5,13206,0
H16037,2016,1,0,V,N,O,R,880,2,1900,4,13206,0
H16116,2012,1,1,V,N,O,R,10686,2,1976,>=10,13206,0
H16118,2012,1,0,V,N,O,R,1215,2,1970,6,13206,0
H16192,2013,1,0,V,N,O,R,385,2,1930,4,13206,0
H16217,2012,1,0,V,N,O,R,441,2,1940,5,13206,0
H16443,2014,0.671232877,0,V,N,O,R,1500,2,1960,5,13206,0
H16574,2014,1,0,V,N,O,R,670,2,1900,5,13206,0
H1661,2013,1,0,N,V,V,U,952,2,1960,   .,13206,0
H16789,2014,1,0,V,N,O,R,499,2,1970,4,13206,1
H16896,2013,1,0,V,N,O,R,470,2,1900,5,13206,0
H17104,2012,1,0,V,N,O,R,5966,2,1955,9,13206,1
H17105,2013,1,0,V,N,O,R,5966,2,1955,9,13206,1
H17563,2014,1,0,V,N,O,R,600,2,1900,5,13206,0
H18535,2014,1,0,V,N,O,R,800,2,1900,5,13206,0
H18602,2014,1,0,V,N,O,R,1200,2,1939,7,13206,0
H18707,2016,0.494535519,1,V,N,O,R,480,2,1930,4,13206,0
H1879,2013,0.728767123,0,N,V,V,U,980,2,1960,   .,13206,0
H18909,2012,0.166666667,0,V,N,O,R,450,2,1920,2,13206,0
H1908,2015,1,0,V,N,O,R,550,2,1900,5,13206,0
H19245,2015,1,0,V,N,O,R,370,2,1940,2,13206,0
H19482,2014,0.794520548,0,V,N,O,R,480,2,1930,4,13206,0
H19484,2014,0.794520548,0,V,N,O,R,600,2,1930,5,13206,0
H19511,2015,1,0,V,N,O,R,280,2,1900,4,13206,0
H19906,2016,0.431693989,1,V,N,O,R,300,2,1920,3,13206,0
H19947,2016,0.25136612,0,V,N,O,R,613,2,1930,6,13206,0
H2042,2013,1,0,V,V,V,U,850,2,1960,   .,13206,0
H2043,2012,1,0,V,V,V,U,700,2,1960,   .,13206,0
H2044,2012,1,0,V,V,V,U,2600,2,1960,   .,13206,1
H2046,2016,1,0,N,V,V,U,550,2,1960,   .,13206,0
H2065,2013,1,0,V,V,V,U,2250,2,1960,   .,13206,0
H2066,2013,1,0,N,V,V,U,1220,2,1960,   .,13206,0
H2067,2015,1,0,N,V,V,U,1220,2,1960,   .,13206,0
H2069,2013,0,0,N,V,V,U,1705,2,1960,   .,13206,0
H2122,2012,1,0,V,V,V,U,640,2,1960,   .,13206,0
H2203,2013,1,0,V,V,V,U,1192,2,1960,   .,13206,0
H2238,2013,0.35890411,0,V,V,V,U,340,2,1960,   .,13206,0
H2292,2013,0.915068493,0,V,N,O,R,500,2,1900,5,13206,0
H2394,2014,1,0,V,V,V,U,1950,2,1960,   .,13206,0
H2494,2014,1,0,N,V,V,U,550,2,1960,   .,13206,0
H2562,2014,0.410958904,0,N,V,V,U,1100,2,1960,   .,13206,0
H270,2015,0.183561644,1,V,V,V,U,1445,2,1960,   .,13206,0
H2733,2012,0,0,V,V,V,U,420,2,,   .,13206,1
H2821,2013,0.832876712,0,V,V,V,U,240,2,1960,   .,13206,0
H2983,2012,1,0,V,V,V,U,1830,2,1960,   .,13206,0
H3009,2015,0,0,V,V,V,U,390,2,,   .,13206,0
H3218,2014,0.915068493,0,V,V,V,U,640,2,1960,   .,13206,1
H3247,2014,0,0,V,V,V,U,300,2,,   .,13206,0
H3559,2012,1,0,V,V,V,U,230,2,1960,   .,13206,0
H38,2016,0.030054645,0,V,N,O,R,2300,2,1934,7,13206,0
H4108,2012,1,0,N,V,V,U,2400,2,,   .,13206,1
H4214,2012,1,0,V,N,O,R,450,2,1930,4,13206,0
H4745,2012,1,0,V,V,V,U,850,2,1960,   .,13206,0
H4746,2014,1,0,V,N,O,R,280,2,1900,4,13206,0
H4758,2014,1,0,N,V,V,U,1500,2,1960,   .,13206,0
H4789,2015,0.219178082,1,N,V,V,U,2400,2,,   .,13206,0
H4935,2016,1,0,N,V,V,U,600,2,1960,   .,13206,0
H4962,2012,1,0,N,V,V,U,238,2,1960,   .,13206,0
H5031,2012,1,0,V,V,V,U,1650,2,1960,   .,13206,1
H5035,2015,1,0,N,V,V,U,2000,2,1960,   .,13206,1
H5036,2012,1,0,N,V,V,U,920,2,1960,   .,13206,0
H51,2013,0.778082192,0,V,V,V,U,450,2,1960,   .,13206,0
H5145,2016,0.99726776,0,N,V,V,U,240,2,1960,   .,13206,0
H5278,2013,0,0,N,V,V,U,150,2,1960,   .,13206,0
H5813,2013,1,0,V,V,V,U,1620,2,1960,   .,13206,0
H5814,2014,1,0,V,V,V,U,1620,2,1960,   .,13206,0
H6171,2012,1,0,N,V,V,U,390,2,1960,   .,13206,0
H6264,2016,1,1,V,V,V,U,950,2,1980,   .,13206,0
H6484,2012,1,0,N,V,V,U,900,2,1960,   .,13206,0
H6569,2015,1,1,V,V,V,U,760,2,1960,   .,13206,0
H6700,2013,1,1,N,V,V,U,250,2,1960,   .,13206,0
H6897,2012,1,1,N,V,V,U,350,2,1980,   .,13206,0
H6969,2012,1,1,V,V,V,U,900,2,1980,   .,13206,0
H70,2014,1,0,N,V,V,U,600,2,1960,   .,13206,1
H7085,2012,1,0,N,V,V,U,475,2,1960,   .,13206,1
H7090,2013,1,1,V,N,O,R,400,2,1930,4,13206,0
H7091,2014,1,1,V,N,O,R,400,2,1930,4,13206,1
H7133,2014,1,1,V,N,O,R,743,2,1890,6,13206,0
H12648,2014,1,0,N,V,V,U,1105,2,1960,   .,13207,0
H13176,2014,0.323287671,0,N,V,V,U,300,2,1960,   .,13207,0
H13400,2013,1,0,V,N,O,R,650,2,1940,3,13207,0
H1342,2012,1,0,V,V,V,U,448,2,1960,   .,13207,0
H13782,2012,1,0,N,V,V,U,1800,2,1960,   .,13207,0
H13783,2013,1,0,N,V,V,U,1800,2,1960,   .,13207,0
H14487,2013,1,0,N,V,V,U,140,2,1960,   .,13207,1
H1468,2013,1,0,V,N,O,R,396,2,1900,5,13207,0
H1469,2015,1,0,V,N,O,R,396,2,1900,5,13207,0
H14795,2014,1,0,N,V,V,U,1740,2,1960,   .,13207,1
H14802,2012,1,0,N,V,V,U,510,2,1960,   .,13207,0
H14803,2015,1,0,N,V,V,U,510,2,1960,   .,13207,0
H14808,2014,1,0,N,V,V,U,350,2,1960,   .,13207,0
H14899,2012,1,0,N,V,V,U,700,2,1960,   .,13207,0
H14900,2013,1,0,N,V,V,U,700,2,1960,   .,13207,1
H14901,2014,1,0,N,V,V,U,700,2,1960,   .,13207,0
H14943,2012,1,0,N,V,V,U,825,2,1960,   .,13207,0
H1498,2013,0.41369863,0,V,V,V,U,230,2,1980,   .,13207,0
H1499,2012,1,0,V,N,O,R,2280,2,1970,9,13207,0
H1500,2013,1,0,V,N,O,R,2280,2,1970,9,13207,0
H1501,2015,1,0,V,N,O,R,2280,2,1970,9,13207,0
H16423,2013,1,0,V,N,O,R,5567,2,1960,6,13207,0
H16836,2012,1,1,V,N,O,R,960,2,1950,5,13207,0
H18562,2015,1,0,V,N,O,R,321,2,1900,3,13207,0
H1930,2014,1,0,N,V,V,U,472,2,1960,   .,13207,0
H19634,2016,0.99726776,0,V,N,O,R,660,2,1950,6,13207,1
H19812,2016,0.99726776,1,V,N,O,R,780,2,2015,3,13207,0
H19978,2016,0.166666667,1,V,N,O,R,900,2,1975,3,13207,0
H2398,2013,1,0,V,N,O,R,516,2,1900,5,13207,0
H2556,2015,1,0,N,V,V,U,1600,2,1960,   .,13207,0
H3010,2013,0,0,V,V,V,U,450,2,,   .,13207,1
H3011,2015,0,0,V,V,V,U,450,2,,   .,13207,0
H3205,2014,1,0,N,V,V,U,1750,2,1960,   .,13207,0
H3991,2013,1,0,N,V,V,U,320,2,1960,   .,13207,0
H4022,2013,1,0,N,V,V,U,4700,2,1988,   .,13207,0
H4089,2015,1,0,N,V,V,U,480,2,1960,   .,13207,0
H4539,2013,1,0,V,V,V,U,820,2,1960,   .,13207,0
H4663,2012,1,0,N,V,V,U,100,2,1960,   .,13207,0
H4664,2014,1,0,N,V,V,U,100,2,1960,   .,13207,0
H4813,2015,1,0,N,V,V,U,1500,2,1960,   .,13207,0
H4882,2014,1,0,N,V,V,U,660,2,1960,   .,13207,0
H5079,2012,1,0,N,V,V,U,450,2,1960,   .,13207,0
H5377,2012,1,0,N,V,V,U,550,2,1960,   .,13207,0
H5906,2012,1,0,V,V,V,U,570,2,1960,   .,13207,0
H6411,2016,1,1,V,V,V,U,1600,2,1960,   .,13207,0
H6844,2015,1,1,N,V,V,U,401,2,,   .,13207,0
H6845,2016,0.393442623,1,N,V,V,U,401,2,,   .,13207,0
H6948,2016,0.475409836,1,N,V,V,U,700,2,1960,   .,13207,0
H6966,2012,1,1,N,V,V,U,2000,2,1980,   .,13207,0
H6967,2013,0.328767123,1,N,V,V,U,2000,2,1980,   .,13207,0
H7195,2015,1,0,N,V,V,U,900,2,1960,   .,13207,0
H7221,2014,1,0,V,N,O,R,2100,2,1900,8,13207,1
H7222,2015,1,0,V,N,O,R,2100,2,1900,8,13207,1
H7223,2016,0.99726776,0,V,N,O,R,2100,2,1900,8,13207,0
H7346,2012,1,1,V,V,V,U,880,2,1960,   .,13207,0
H7386,2016,1,1,N,V,V,U,800,2,1960,   .,13207,0
H12714,2012,1,0,V,N,O,R,3880,2,2006,6,13208,1
H13668,2012,1,0,N,V,V,U,360,2,1960,   .,13208,0
H13669,2013,1,0,N,V,V,U,360,2,1960,   .,13208,0
H13726,2015,1,0,N,V,V,U,1050,2,1960,   .,13208,1
H13727,2016,0.99726776,0,N,V,V,U,1050,2,1960,   .,13208,0
H14220,2012,1,0,N,V,V,U,300,2,1960,   .,13208,1
H14873,2014,1,0,N,V,V,U,3900,2,1960,   .,13208,0
H14916,2013,1,0,N,N,O,R,4350,2,1960,9,13208,0
H15168,2012,1,0,V,N,O,R,3283,2,1980,5,13208,0
H15297,2014,1,0,V,N,O,R,1200,2,1920,4,13208,1
H15337,2016,1,0,V,N,O,R,4100,2,1970,>=10,13208,0
H15355,2015,1,0,V,N,O,R,380,2,1960,4,13208,0
H1590,2012,1,1,N,V,V,U,510,2,1960,   .,13208,0
H17018,2012,1,0,V,N,O,R,9000,2,2010,>=10,13208,0
H17097,2012,1,0,V,N,O,R,3550,2,2001,5,13208,0
H18361,2013,1,0,V,N,O,R,1100,2,1930,4,13208,0
H18567,2013,1,0,V,N,O,R,1320,2,1950,8,13208,0
H19239,2013,0.465753425,0,V,N,O,R,2500,2,1960,>=10,13208,0
H19481,2014,0.794520548,0,V,N,O,R,2600,2,1960,4,13208,1
H19485,2014,1,0,V,N,O,R,3100,2,1930,4,13208,0
H3012,2015,0,0,V,V,V,U,870,2,,   .,13208,0
H3417,2014,0,0,V,V,V,U,380,2,,   .,13208,0
H4128,2014,0.084931507,1,V,N,O,R,3300,2,1900,9,13208,0
H4761,2012,1,1,N,V,V,U,150,2,,   .,13208,0
H5042,2012,1,0,V,V,V,U,2400,2,1960,   .,13208,1
H5415,2015,1,0,N,V,V,U,3281,2,1960,   .,13208,1
H5510,2012,1,0,N,V,V,U,6468,2,1980,   .,13208,0
H5511,2015,0.328767123,0,N,V,V,U,6468,2,1980,   .,13208,0
H594,2012,1,0,V,V,V,U,1070,2,1980,   .,13208,0
H595,2013,1,0,V,V,V,U,1070,2,1980,   .,13208,1
H6098,2014,1,0,N,V,V,U,6800,2,1960,   .,13208,0
H6121,2013,0.747945205,1,V,V,V,U,2000,2,1960,   .,13208,1
H6994,2012,1,0,N,V,V,U,1000,2,1960,   .,13208,0
H7070,2016,0.99726776,0,N,V,V,U,710,2,1960,   .,13208,0
H7345,2013,1,1,N,V,V,U,1500,2,,   .,13208,0
H7408,2014,1,1,N,V,V,U,1700,2,1960,   .,13208,0
H12782,2015,1,0,N,V,V,U,2025,2,1960,   .,13209,0
H12850,2013,1,0,N,V,V,U,6657,2,1988,   .,13209,1
H13785,2013,1,0,N,V,V,U,3000,2,1980,   .,13209,0
H1386,2014,1,0,V,N,O,R,824,2,1950,3,13209,0
H13909,2013,0.224657534,0,N,V,V,U,370,2,1960,   .,13209,0
H13980,2014,1,0,N,V,V,U,1793,2,1960,   .,13209,0
H14167,2016,1,0,N,V,V,U,150,2,1960,   .,13209,0
H14314,2012,1,0,V,N,O,R,2255,2,1960,>=10,13209,0
H14626,2014,0.731506849,0,V,N,O,R,1765,2,1970,6,13209,1
H14796,2012,1,0,N,V,V,U,1980,2,1960,   .,13209,0
H14812,2013,1,0,N,V,V,U,2270,2,1960,   .,13209,0
H14813,2015,1,0,N,V,V,U,2270,2,1960,   .,13209,1
H14814,2016,1,0,N,V,V,U,2270,2,1960,   .,13209,0
H1485,2012,0.191256831,0,V,V,V,U,4914,2,1980,   .,13209,0
H1487,2015,1,0,V,N,O,R,2724,2,1960,5,13209,0
H14979,2014,1,0,V,N,O,R,12500,2,1970,4,13209,1
H15401,2013,1,0,V,N,O,R,7259,2,2009,8,13209,0
H15402,2014,1,0,V,N,O,R,7259,2,2009,8,13209,1
H17073,2016,1,1,V,N,O,R,600,2,1970,2,13209,0
H17255,2012,1,0,V,N,O,R,85,2,1950,1,13209,0
H17923,2015,1,0,V,N,O,R,9122,2,1999,6,13209,1
H18138,2014,1,0,V,N,O,R,2300,2,1970,5,13209,0
H19694,2016,1,0,V,N,O,R,1900,2,1960,>=10,13209,0
H2120,2014,0,0,V,V,V,U,600,2,1980,   .,13209,0
H2406,2013,1,0,V,V,V,U,1222,2,1960,   .,13209,0
H2495,2012,1,0,V,V,V,U,6766,2,1960,   .,13209,1
H3217,2016,0.99726776,0,N,V,V,U,2530,2,1960,   .,13209,0
H3235,2014,1,0,V,V,V,U,1230,2,1960,   .,13209,0
H3552,2016,0.99726776,0,N,V,V,U,1300,2,1960,   .,13209,0
H3738,2014,1,0,V,N,O,R,5873,2,1970,>=10,13209,1
H3739,2015,1,0,V,N,O,R,5873,2,1970,>=10,13209,1
H4238,2014,1,0,N,V,V,U,1920,2,1960,   .,13209,0
H4380,2016,0.99726776,0,N,V,V,U,1880,2,1960,   .,13209,0
H4665,2014,1,0,N,V,V,U,2255,2,1960,   .,13209,0
H4666,2015,1,0,N,V,V,U,2255,2,1960,   .,13209,0
H4862,2014,1,0,N,V,V,U,1182,2,1960,   .,13209,0
H4863,2016,1,0,N,V,V,U,1182,2,1960,   .,13209,0
H5127,2014,1,0,N,V,V,U,4080,2,1988,   .,13209,1
H12995,2015,1,0,V,N,O,R,3600,2,1970,2,13210,0
H13095,2014,0.747945205,1,N,V,V,U,490,2,1960,   .,13210,0
H14379,2012,0.467213115,1,N,V,V,U,100,2,1980,   .,13210,0
H15052,2013,1,0,N,V,V,U,6100,2,1980,   .,13210,0
H16015,2015,0.493150685,0,V,N,O,R,1500,2,2010,>=10,13210,0
H16364,2015,1,0,V,N,O,R,4500,2,1960,6,13210,0
H16955,2013,1,0,V,N,O,R,430,2,1960,3,13210,0
H17013,2014,1,1,V,N,O,R,380,2,1910,3,13210,0
H17514,2012,1,0,V,N,O,R,4914,2,1960,5,13210,1
H17515,2016,1,0,V,N,O,R,4914,2,1960,5,13210,1
H17776,2012,1,0,V,N,O,R,8485,2,2011,7,13210,0
H17777,2014,1,0,V,N,O,R,8485,2,2011,7,13210,1
H17778,2016,0.99726776,0,V,N,O,R,8485,2,2011,7,13210,1
H19109,2015,1,0,V,N,O,R,3300,2,1998,5,13210,1
H19124,2016,1,0,V,N,O,R,600,2,1930,5,13210,0
H3161,2013,0,0,V,V,V,U,450,2,,   .,13210,0
H3333,2016,0.994535519,0,V,V,V,U,400,2,1960,   .,13210,0
H3496,2015,1,0,V,V,V,U,190,2,1960,   .,13210,0
H3497,2016,0.245901639,0,V,V,V,U,190,2,1960,   .,13210,0
H13764,2015,1,0,N,V,V,U,1000,2,1960,   .,13211,0
H13816,2013,1,0,V,N,O,R,800,2,1960,3,13211,0
H1664,2012,1,0,V,V,V,U,353,2,1960,   .,13211,0
H18389,2013,1,0,V,N,O,R,900,2,1850,3,13211,1
H18709,2015,1,0,V,N,O,R,355,2,1970,2,13211,0
H2738,2013,1,0,V,N,O,R,522,2,1964,2,13211,0
H2739,2015,1,0,V,N,O,R,522,2,1964,2,13211,0
H5900,2013,1,0,V,N,O,R,541,2,1900,3,13211,0
H12832,2015,1,0,V,N,O,R,8100,2,2003,6,13212,1
H13755,2016,0.99726776,0,N,V,V,U,600,2,1960,   .,13212,0
H17314,2012,1,1,V,N,O,R,4069,2,2001,5,13212,1
H17468,2016,0.99726776,0,V,N,O,R,2250,2,2011,4,13212,0
H18191,2013,1,1,V,N,O,R,384,2,1908,3,13212,0
H4016,2015,1,0,V,V,V,U,456,2,1980,   .,13212,0
H4608,2013,1,0,N,V,V,U,750,2,1980,   .,13212,0
H5925,2013,0.978082192,0,V,V,V,U,323,2,1960,   .,13212,0
H12641,2013,1,0,N,V,V,U,700,2,1960,   .,13213,0
H12642,2014,1,0,N,V,V,U,700,2,1960,   .,13213,0
H14805,2013,0.912328767,0,V,N,O,R,4870,2,1948,>=10,13213,1
H15999,2012,0.99726776,0,V,N,O,R,4523,2,2009,5,13213,1
H17655,2012,1,0,V,N,O,R,4322,2,2011,5,13213,0
H18201,2012,0.901639344,1,V,N,O,R,6300,2,1973,5,13213,0
H18202,2013,1,1,V,N,O,R,6300,2,1973,5,13213,0
H18203,2015,1,1,V,N,O,R,6300,2,1973,5,13213,0
H18676,2012,0.546448087,1,V,N,O,R,6000,2,2012,3,13213,0
H19356,2013,0.093150685,0,V,N,O,R,180,2,1860,2,13213,0
H2094,2015,1,0,V,V,V,U,2126,2,1960,   .,13213,0
H2823,2014,1,0,V,V,V,U,2600,2,1960,   .,13213,1
H3207,2012,1,0,N,V,V,U,1891,2,1980,   .,13213,1
H3208,2015,1,0,N,V,V,U,1891,2,1980,   .,13213,0
H3209,2013,1,0,N,V,V,U,1891,2,1980,   .,13213,1
H4211,2016,1,1,V,N,O,R,3500,2,1900,7,13213,1
H5159,2013,1,1,V,N,O,R,900,2,1999,3,13213,0
H5240,2014,1,0,N,V,V,U,7500,2,1980,   .,13213,1
H5241,2015,1,0,N,V,V,U,7500,2,1980,   .,13213,0
H590,2013,1,0,V,N,O,R,320,2,1950,3,13213,0
H6938,2013,1,1,V,V,V,U,16859,2,1980,   .,13213,0
H18298,2013,1,1,V,N,O,R,8900,2,2012,6,13214,0
H19230,2015,1,0,V,N,O,R,580,2,1950,4,13214,1
H3202,2013,1,0,V,N,O,R,534,2,1910,4,13214,0
H3203,2015,1,0,V,N,O,R,534,2,1910,4,13214,0
H3204,2016,1,0,V,N,O,R,534,2,1910,4,13214,0
H359,2012,1,0,V,V,V,U,780,2,1960,   .,13214,0
H6453,2016,0.99726776,0,N,V,V,U,1377,2,1960,   .,13214,0
H6454,2013,1,0,N,V,V,U,1920,2,1960,   .,13214,0
H6455,2016,0.99726776,0,N,V,V,U,1920,2,1960,   .,13214,0
H6456,2012,1,0,N,V,V,U,1410,2,1960,   .,13214,0
H15483,2012,1,1,V,N,O,R,8960,2,2009,3,13215,0
H15484,2013,0.536986301,1,V,N,O,R,8960,2,2009,3,13215,0
H15834,2016,0.99726776,0,V,N,O,R,6100,2,2007,5,13215,0
H1585,2013,0.271232877,0,V,V,V,U,204,2,1960,   .,13215,0
H1658,2012,1,0,V,V,V,U,432,2,1960,   .,13215,1
H1659,2013,0.832876712,0,V,V,V,U,432,2,1960,   .,13215,0
H17590,2012,1,0,V,N,O,R,400,2,2010,3,13215,0
H1878,2012,1,0,V,N,O,R,330,2,1910,2,13215,0
H19436,2016,0.99726776,0,V,N,O,R,1300,2,1960,4,13215,0
H19979,2016,0.016393443,1,V,N,O,R,510,2,1950,3,13215,0
H3088,2013,1,0,V,V,V,U,530,2,1960,   .,13215,0
H4335,2015,1,0,V,N,O,R,400,2,1900,4,13215,0
H5189,2012,1,0,N,V,V,U,250,2,1980,   .,13215,0
H13445,2015,1,0,N,V,V,U,250,2,1960,   .,13216,0
H15041,2013,1,0,N,V,V,U,4000,2,1988,   .,13216,0
H18731,2012,0.431693989,0,V,N,O,R,300,2,1950,1,13216,0
H19127,2013,0.915068493,0,V,N,O,R,300,2,1940,3,13216,1
H19384,2015,1,0,V,N,O,R,200,2,1930,2,13216,0
H2293,2016,0.99726776,0,V,V,V,U,540,2,1960,   .,13216,0
H3603,2013,1,0,V,N,O,R,450,2,1900,4,13216,0
H3838,2013,1,0,N,V,V,U,68,2,1960,   .,13216,0
H3839,2015,0.983561644,0,N,V,V,U,68,2,1960,   .,13216,0
H46,2014,1,0,N,V,V,U,175,2,1960,   .,13216,0
H5855,2014,1,1,N,V,V,U,695,2,1960,   .,13216,0
H14976,2013,1,0,N,V,V,U,870,1,1960,   .,13904,0
