Index,Employed,Bank Balance,Annual Salary,Defaulted?
2564,1,3718.32,673200.6,0
2565,1,11633.4,400941.6,0
2566,0,9307.08,204366.96,0
2567,1,15557.64,584188.44,0
2568,1,12445.92,461884.56,0
2569,1,11743.8,308905.44,0
2570,1,11580.6,575847.84,0
2571,0,9792.48,214737.48,0
2572,0,8594.28,95971.44,0
2573,1,13567.32,527239.8,0
2574,1,4604.4,495734.88,0
2575,1,12097.8,243919.08,0
2576,1,7833.84,493942.32,0
2577,0,14793.48,195350.28,0
2578,1,9638.64,634437.72,0
2579,0,17321.16,272323.92,0
2580,0,15461.4,254603.52,0
2581,1,,518318.76,0
2582,0,12639.96,122550,0
2583,0,8937.48,268117.2,0
2584,1,4952.28,407081.52,0
2585,1,11320.8,423380.76,0
2586,1,14315.64,474053.76,0
2587,0,12858.12,132984.72,0
2588,1,17919.24,492062.64,0
2589,0,13594.08,188436.36,0
2590,0,7169.76,177561,0
2591,0,9515.76,208154.04,0
2592,1,16512.96,267810.84,0
2593,1,12720.24,477089.28,0
2594,1,6387.96,370215.36,0
2595,1,,344541.12,0
2596,0,10729.56,296041.44,0
2597,1,10877.28,447716.16,0
2598,1,,344725.44,0
2599,1,6077.16,423998.16,0
2600,0,11322,169484.4,0
2601,0,,178497.6,0
2602,1,5309.88,659962.08,0
2603,0,4571.52,241413.96,0
2604,1,11544,444878.28,0
2605,1,21469.08,579973.56,1
2606,1,917.76,327404.28,0
2607,1,12805.68,647948.76,0
2608,1,,475109.28,0
2609,1,3037.56,491683.8,0
2610,1,12683.16,664913.52,0
2611,1,2156.4,452730.48,0
2612,0,11891.28,218366.76,0
2613,1,8325,440681.4,0
2614,1,11583.36,452462.88,0
2615,1,3610.56,617084.28,0
2616,1,15180.48,567572.64,0
2617,1,6704.04,484027.32,0
2618,1,14207.76,643197,0
2619,0,13990.08,245941.92,0
2620,0,18506.28,207191.04,0
2621,0,7053.24,272033.04,0
2622,1,,372060.48,0
2623,1,4679.76,327959.76,0
2624,1,7764.96,666271.44,0
2625,1,851.76,480150.36,0
2626,0,1386.6,152040.36,0
2627,1,1091.16,509420.88,0
2628,1,14765.04,620600.88,0
2629,1,2418.72,335098.2,0
2630,0,18754.2,124246.8,0
2631,0,7474.8,132238.56,0
2632,0,13705.56,110216.76,0
2633,0,21555.24,253514.16,0
2634,1,11369.04,462069.36,0
2635,1,5033.28,411991.92,0
2636,1,19929.96,645050.4,0
2637,1,4694.88,299667,0
2638,1,7361.16,416940.12,0
2639,0,12289.32,224015.16,0
2640,0,,311712.84,0
2641,1,15035.52,406514.28,0
2642,1,8506.08,668109.12,0
2643,1,3199.8,198183.72,0
2644,0,16072.32,233954.04,0
2645,1,9379.2,593485.32,0
2646,0,12256.44,228390.12,0
2647,1,11381.88,488878.32,0
2648,0,15755.16,242502.48,0
2649,1,,610341.48,0
2650,1,,294797.76,0
2651,1,,371071.2,0
2652,0,10312.08,167923.8,0
2653,1,7753.92,548361.96,0
2654,0,20494.92,127100.64,1
2655,1,1604.04,341908.8,0
2656,0,967.2,193747.68,0
2657,0,7579.2,214140.84,0
2658,1,14839.44,488024.76,0
2659,1,8910.96,481025.28,0
2660,0,1164.36,152781.12,0
2661,1,12650.64,610802.88,0
2662,1,11515.2,358202.52,0
2663,1,15106.2,404198.16,0
2664,1,5319,438565.92,0
2665,1,19261.2,313515.96,0
2666,1,,311578.08,0
2667,1,9991.8,301276.44,0
2668,0,5322.48,235586.16,0
2669,1,9809.16,481056.6,0
2670,1,10579.92,524712,0
2671,1,13849.08,580802.88,0
2672,0,11538.96,116177.88,0
2673,0,6193.44,210461.52,0
2674,0,16288.92,270873.48,0
2675,1,12432.36,423136.32,0
2676,0,10807.32,213635.16,0
2677,1,18195.96,556719.12,0
2678,0,12182.4,266499.96,0
2679,1,2785.32,484427.52,0
2680,0,12987.36,233421.84,0
2681,1,8189.28,215915.64,0
2682,0,14617.68,217739.76,0
2683,1,9628.92,569333.88,0
2684,1,1726.2,456178.44,0
2685,1,13049.64,394902.36,0
2686,0,10749,177039.6,0
2687,1,7923.48,707478.12,0
2688,0,7571.64,229046.04,0
2689,0,19787.64,184829.76,0
2690,0,11711.52,218961.84,0
2691,1,3564.12,275460.96,0
2692,1,,567938.76,0
2693,1,,391559.28,0
2694,0,9470.52,218781.96,0
2695,1,21648.48,375819.6,1
2696,1,15193.32,356382.24,0
2697,0,1622.28,244972.92,0
2698,1,345.72,443292.72,0
2699,0,,184174.92,0
2700,1,9008.4,589804.2,0
2701,1,9663.72,688633.56,0
2702,1,13125.6,354878.88,0
2703,1,5807.64,532031.52,0
2704,0,18412.68,235105.32,0
2705,1,16190.28,576164.28,0
2706,1,1902.84,246905.64,0
2707,0,2069.52,310204.56,0
2708,1,15369.12,644106.84,0
2709,0,2558.04,273737.52,0
2710,1,,386982.48,0
2711,0,8448.12,166841.52,0
2712,1,8505.72,459542.76,0
2713,1,3088.8,593733.48,0
2714,0,14264.88,274404.84,0
2715,1,,754640.52,0
2716,1,15860.4,546981.48,0
2717,0,10590.96,212999.64,0
2718,0,17017.56,143573.16,0
2719,1,14945.04,442773.36,0
2720,1,4074.36,704968.68,0
2721,0,9894.6,349057.32,0
2722,1,2897.28,362059.44,0
2723,1,18129.48,572210.88,0
2724,1,4759.68,626099.4,0
2725,0,19604.4,189435.84,0
2726,1,7805.04,565464.84,0
2727,0,16589.28,188167.32,0
2728,1,7361.76,292414.32,0
2729,1,17092.2,454152,0
2730,0,10969.32,228636.12,0
2731,0,9624.12,185635.8,0
2732,0,6476.04,226227.24,0
2733,1,4050.96,626307.24,0
2734,0,9761.88,200176.2,0
2735,1,5734.56,478008.36,0
2736,1,4106.28,385857,0
2737,1,10084.44,543802.08,0
2738,0,10386.84,199718.88,0
2739,1,7747.08,532825.32,0
2740,1,21064.68,420378.36,0
2741,1,5985,620280.72,0
2742,1,7053.36,370315.68,0
2743,0,9895.44,120750.96,0
2744,1,,391928.76,0
2745,0,10569.6,245237.28,0
2746,1,11005.44,578733.84,0
2747,0,9476.64,231366.48,0
2748,1,9166.32,635256.48,0
2749,0,12746.04,208599.12,0
2750,1,11331.96,533329.8,0
2751,1,10530,307052.88,0
2752,1,16129.2,497008.2,0
2753,0,18517.2,219655.8,1
2754,1,4563.84,466374.96,0
2755,0,14122.68,283617.84,0
2756,1,8798.4,414299.04,0
2757,1,4188,587304.36,0
2758,0,16561.08,230949.96,0
2759,1,11318.04,484436.4,0
2760,1,14986.68,622768.68,0
2761,1,8558.64,613294.32,0
2762,1,10010.88,440662.32,0
2763,1,,314400.48,0
2764,1,18706.56,449876.64,0
2765,1,16346.28,452841,0
2766,1,18978.24,548758.68,0
2767,1,3898.2,477028.2,0
2768,1,13352.88,570325.56,0
2769,1,4555.2,390941.28,0
2770,1,18589.2,314877.36,0
2771,1,17873.04,560793.24,0
2772,1,6578.52,499772.76,0
2773,1,6743.64,451644.12,0
2774,1,7145.88,413645.04,0
2775,1,3210.12,328378.44,0
2776,0,21519.6,252418.56,0
2777,0,21277.8,122134.44,0
2778,1,7426.32,447999.96,0
2779,1,2467.68,453197.88,0
2780,1,12137.16,436377,0
2781,1,,457567.8,0
2782,0,13853.16,182654.04,0
2783,1,3510.24,524464.56,0
2784,0,13283.4,230805.24,0
2785,1,19991.4,360841.68,1
2786,0,11624.04,266552.88,0
2787,1,9567,479143.08,0
2788,0,7642.8,223442.88,0
2789,0,12135.96,169215.48,0
2790,1,9492.48,567644.16,0
2791,1,11309.64,443580.6,0
2792,1,8483.64,553981.8,0
2793,1,9209.16,671890.44,0
2794,1,6826.08,444894.48,0
2795,0,15258.72,227995.44,0
2796,1,11267.28,531369.48,0
2797,1,12146.28,415580.52,0
2798,1,16265.88,227226.12,0
2799,1,10944.6,521843.52,0
2800,1,3475.2,308697.24,0
2801,0,24430.32,173230.08,1
2802,0,19226.16,214296.84,0
2803,0,,240813.72,0
2804,0,14428.68,168439.44,0
2805,1,6656.52,337970.4,0
2806,0,2759.88,30494.4,0
2807,1,9227.76,426046.92,0
2808,0,14532.48,202777.56,0
2809,1,,427780.56,0
2810,1,,330452.88,0
2811,0,10319.28,191600.64,0
2812,1,,570675.6,0
2813,0,17658.48,179515.92,0
2814,0,6994.44,212766.6,0
2815,0,5557.44,310299.36,0
2816,1,11833.8,587285.88,0
2817,1,6417,356221.56,0
2818,1,16832.28,475879.56,0
2819,1,11613,555336.84,0
2820,1,10608.24,442673.16,0
2821,0,5468.4,228969.72,0
2822,1,,802986.84,0
2823,1,13694.88,455011.92,0
2824,1,4382.88,256296,0
2825,1,460.56,402952.32,0
2826,0,8783.64,163117.68,0
2827,1,12080.64,573411.84,0
2828,1,13293.6,414743.4,0
2829,1,9330.36,548084.04,0
2830,1,18017.16,424787.52,0
2831,0,10344.72,145025.4,0
2832,0,146.28,238931.64,0
2833,1,,362496.6,0
2834,1,21843.96,375720,0
2835,1,6912.84,482157.96,0
2836,1,10053,372214.8,0
2837,1,4797.48,418503.96,0
2838,0,6945.12,250918.08,0
2839,1,13278.48,558780.72,0
2840,1,4689,461307.6,0
2841,0,3290.28,185058.6,0
2842,1,17722.56,507255.96,0
2843,1,6941.52,243683.28,0
2844,1,12769.8,338305.56,0
2845,1,19179.6,556855.92,0
2846,1,10361.4,402358.56,0
2847,1,13893.12,390894,0
2848,0,4876.68,289043.4,0
2849,1,3710.88,530432.52,0
2850,1,11327.4,340243.56,0
2851,1,14481.48,515000.4,0
2852,0,17376.72,252339.48,0
2853,1,13999.08,323731.44,0
2854,1,9603.72,735375.6,0
2855,1,8579.16,372394.44,0
2856,1,5655.12,341012.88,0
2857,1,7945.92,364680.72,0
2858,1,9245.16,640779.72,0
2859,1,7167.96,665961.36,0
2860,1,1690.2,578199.36,0
2861,1,12426.6,353078.76,0
2862,0,9409.32,138726.84,0
2863,0,5304.36,204868.08,0
2864,1,10656.96,648871.92,0
2865,1,8450.4,537301.44,0
2866,0,12197.4,181194.36,0
2867,1,12437.52,514979.76,0
2868,0,12722.64,273551.28,0
2869,1,14927.16,456905.28,0
2870,0,15503.76,318862.44,0
2871,1,831,242674.44,0
2872,1,2356.68,359191.92,0
2873,0,8508.36,219668.76,0
2874,1,12409.8,625282.08,0
2875,1,10416.12,606594.36,0
2876,1,14832.12,585604.32,0
2877,1,154.92,555387.12,0
2878,0,9917.4,256112.4,0
2879,0,8447.88,249026.16,0
2880,0,9805.44,157824.36,0
2881,1,14520.12,540793.56,0
2882,0,9196.92,267563.76,0
2883,1,19723.8,407769.96,0
2884,1,12636.12,648115.56,0
2885,1,2880.96,498107.52,0
2886,1,751.8,533288.52,0
2887,0,11090.76,134336.04,0
2888,0,11328.84,312332.28,0
2889,1,3549.48,622053,0
2890,1,25027.08,427886.76,1
2891,1,5692.32,696823.44,0
2892,1,6056.64,651565.32,0
2893,1,3508.56,407533.2,0
2894,1,7119.36,482725.68,0
2895,1,912.72,600657.12,0
2896,0,15241.08,201708.12,0
2897,1,10528.08,488273.76,0
2898,0,11190.72,251769.72,0
2899,1,3359.52,363145.44,0
2900,1,13862.16,484780.8,0
2901,1,,545181.12,0
2902,0,14601.24,280542.84,0
2903,0,,183293.64,0
2904,0,8742.6,274703.16,0
2905,1,,580386.96,0
2906,0,7722.84,255876.6,0
2907,1,11676.96,327471.24,0
2908,0,14135.52,172622.04,0
2909,1,2363.88,495779.88,0
2910,1,18315.24,538141.68,0
2911,1,5296.8,672722.4,0
2912,1,12055.68,678399.72,0
2913,1,15096.84,439741.68,0
2914,1,18767.88,445435.2,0
2915,1,4408.2,358866.36,0
2916,0,14673.24,219317.16,0
2917,0,18986.4,236194.44,0
2918,1,7765.56,392704.68,0
2919,1,,397758,0
2920,0,19023.96,180953.88,0
2921,0,10055.64,309278.16,0
2922,0,8241.36,126522.72,0
2923,1,11374.08,454692.48,0
2924,0,14460.72,217220.16,0
2925,1,15049.56,449475.12,0
2926,1,11389.44,606342.36,0
2927,1,6363,331328.4,0
2928,1,10004.28,654697.68,0
2929,1,7661.64,434087.76,0
2930,0,28647.72,339562.92,1
2931,0,10072.68,256598.76,0
2932,1,3535.56,759420.36,0
2933,1,14138.16,416651.28,0
2934,1,13796.64,694686.24,0
2935,1,10917.12,509619.36,0
2936,0,16698.12,222475.08,0
2937,0,12351,216220.32,0
2938,1,18055.2,369284.88,0
2939,1,15317.88,421474.2,0
2940,1,10499.04,300279.84,0
2941,1,13256.28,618196.08,0
2942,1,,564674.4,0
2943,1,8385.6,449592.24,0
2944,1,12664.92,407341.68,0
2945,0,1575.36,173902.08,0
2946,1,9550.8,530180.04,0
2947,1,7343.4,471494.4,0
2948,1,20045.04,496917.24,0
2949,1,17077.8,403094.76,0
2950,1,9247.68,355481.64,0
2951,1,15785.64,357700.2,0
2952,1,7190.4,638617.32,0
2953,1,7012.32,409545.24,0
2954,1,327.24,619918.56,0
2955,1,788.76,387986.16,0
2956,1,16061.52,286914.6,0
2957,0,13445.04,193815,0
2958,1,8712.36,503953.44,0
2959,1,16243.08,532473.48,0
2960,1,6380.88,457466.28,0
2961,1,21895.68,441153.72,0
2962,0,10733.64,168426,0
2963,0,15306.48,197347.44,0
2964,1,6607.44,229275.24,0
2965,0,3244.68,157901.28,0
2966,1,7824,423193.56,0
2967,1,8620.2,609190.68,0
2968,1,12107.4,374829.36,0
2969,0,18129,160691.04,0
2970,1,16720.44,460463.76,0
2971,1,7039.08,546238.08,0
2972,1,9520.92,550478.16,0
2973,1,3430.92,519163.56,0
2974,0,6604.56,243873.24,0
2975,0,8597.88,201424.68,0
2976,1,4604.28,479357.76,0
2977,1,3027.96,461181.84,0
2978,1,13969.2,482004.24,0
2979,1,12962.28,460786.44,0
2980,1,10877.76,565223.88,0
2981,1,5493.6,318806.88,0
2982,1,14590.44,513145.44,0
2983,1,2608.32,540997.32,0
2984,0,12920.76,150031.68,0
2985,0,696.84,283670.76,0
2986,1,19382.76,662634.24,0
2987,0,13428,273736.68,0
2988,1,8063.52,211457.4,0
2989,1,7610.64,464073,0
2990,0,9981.84,193973.76,0
2991,0,4476.72,264227.76,0
2992,1,9317.4,701778.48,0
2993,0,12375.6,146344.56,0
2994,1,10928.04,525546.96,0
2995,1,12129.72,505961.4,0
2996,1,13084.2,579371.4,0
2997,1,12102.6,645619.44,0
2998,1,,601526.16,0
2999,0,21892.44,240891.36,0
3000,1,8761.92,532940.16,0
3001,1,11893.56,371298.6,0
3002,1,16278.24,420367.68,0
3003,1,6919.68,500390.52,0
3004,1,16014.6,520629.84,0
3005,1,17851.92,571492.56,0
3006,1,9344.28,582623.64,0
3007,1,5330.4,451193.04,0
3008,1,12280.32,415585.2,0
3009,0,1840.8,214084.56,0
3010,1,7941.12,566032.32,0
3011,1,3751.32,419023.32,0
3012,1,7744.44,361224.48,0
3013,1,,588123.24,0
3014,1,9355.32,275705.88,0
3015,0,6834,237066.24,0
3016,1,15453.24,462085.44,0
3017,1,14133.84,387534.6,0
3018,1,9544.44,308455.8,0
3019,1,10524.48,298832.88,0
3020,1,9887.88,440418.36,0
3021,1,12230.64,625075.68,0
3022,1,11312.88,466906.56,0
3023,1,81.48,481744.08,0
3024,1,,661897.8,0
3025,0,17042.4,273489.6,0
3026,0,,218274.24,0
3027,1,,453556.8,0
3028,1,13680.84,403264.56,0
3029,0,8975.52,238432.68,0
3030,1,19183.2,584607.12,0
3031,1,14716.44,257115.72,0
3032,1,11157.84,607343.88,0
3033,1,9688.92,526246.56,0
3034,1,4144.32,683588.4,0
3035,1,11789.4,514884.36,0
3036,0,12812.04,173831.4,0
3037,1,8910.48,468215.4,0
3038,1,12722.16,371379.48,0
3039,1,6285,405204.6,0
3040,1,8375.76,357591.84,0
3041,0,18010.68,189626.76,1
3042,0,20194.8,172546.68,0
3043,0,15168.48,77598.12,0
3044,1,16229.52,410973.36,0
3045,1,4522.56,608055.84,0
3046,1,7554.72,447064.44,0
3047,0,8512.92,136261.32,0
3048,1,6496.2,507987,0
3049,1,5054.04,512657.76,0
3050,1,6009.6,574931.52,0
3051,1,,499960.08,0
3052,1,13072.44,520321.92,0
3053,1,7246.2,677617.44,0
3054,1,13986.48,604098.84,1
3055,1,17491.44,517864.32,0
3056,1,4680.72,325298.52,0
3057,1,7009.68,426206.76,0
3058,1,10812.12,161977.56,0
3059,0,16561.2,169704.96,0
3060,1,13752.84,478829.28,0
3061,1,12696.36,519924.36,0
3062,1,5692.56,431769,0
3063,0,11629.68,269104.92,0
3064,0,19400.88,150693.84,0
3065,1,14220.36,399582,0
3066,1,5671.56,495088.68,0
3067,1,15091.56,371570.76,0
3068,1,7691.04,447680.28,0
3069,1,1268.88,509314.2,0
3070,1,8069.16,311367,0
3071,1,6824.04,542243.76,0
3072,0,4418.4,320040.12,0
3073,1,18558.6,687201.96,0
3074,1,2762.64,347163,0
3075,1,9780.6,410402.16,0
3076,0,1971.72,215950.32,0
3077,0,21429.6,183500.04,0
3078,1,7932.6,334483.68,0
3079,0,11758.56,162269.04,0
3080,0,9339,285670.92,0
3081,0,2287.44,260934.12,0
3082,1,6285.72,543410.28,0
3083,1,2108.4,480533.64,0
3084,1,11735.4,460421.76,0
3085,1,10052.4,531129.12,0
3086,0,17235.84,331900.68,0
3087,1,7658.76,645753.6,0
3088,1,8568.12,583576.32,0
3089,1,8859,433033.08,0
3090,1,6090.36,696333.24,0
3091,0,12405.96,189816.72,0
3092,0,236.88,246170.04,0
3093,1,5216.4,586780.44,0
3094,1,,544018.08,0
3095,1,7557.12,636831.96,0
3096,0,6273.24,322803.36,0
3097,0,3535.92,140177.52,0
3098,0,5633.16,175764,0
3099,1,10061.28,490841.76,0
3100,1,16891.68,632953.56,0
3101,0,17006.76,192647.64,0
3102,1,4367.88,457325.28,0
3103,0,1539,204918.84,0
3104,0,22730.04,339860.16,1
3105,0,19497.6,127483.2,0
3106,1,7751.4,556876.08,0
3107,1,8208.96,458214.84,0
3108,1,14019.36,562855.2,0
3109,1,9193.44,619368.72,0
3110,0,8859.24,168756.96,0
3111,1,6310.68,546366.12,0
3112,1,7575,466530.84,0
3113,1,,791325.36,0
3114,1,10966.92,645711.96,0
3115,1,6945,725987.16,0
3116,1,18046.2,526660.8,0
3117,0,6663.24,138974.64,0
3118,0,15471,163494.6,1
3119,1,6546.84,428575.8,0
3120,1,13348.2,401625.84,0
3121,1,6778.92,429850.68,0
3122,1,7102.08,466554.12,0
3123,0,10897.44,265011.24,0
3124,0,26030.4,218343.24,1
3125,0,13297.32,184047.6,0
3126,1,,326007.12,0
3127,1,11491.08,423970.32,0
3128,1,5376.48,354447.72,0
3129,1,14256.84,488456.52,0
3130,0,14686.68,234240.12,0
3131,0,11519.64,220966.32,0
3132,1,8816.64,420120.36,0
3133,1,,571540.92,0
3134,1,17079.36,586970.4,0
3135,1,2605.92,323705.88,0
3136,1,8064.6,440464.08,0
3137,1,9969.24,551507.76,0
3138,1,7830.36,705006,0
3139,1,6407.88,779162.88,0
3140,0,19519.56,212659.56,0
3141,1,16585.44,364748.28,0
3142,1,,463958.4,0
3143,1,13988.28,457324.32,0
3144,1,14285.04,410376.6,0
3145,1,5222.52,474064.92,0
3146,0,16589.04,205992.48,0
3147,1,15191.4,326802.72,0
3148,1,15643.56,480125.64,0
3149,0,2881.2,253704.48,0
3150,0,3917.28,253313.16,0
3151,1,6753.6,503215.2,0
3152,1,6377.88,346034.28,0
3153,0,7134.48,214504.08,0
3154,1,8948.76,722166.72,0
3155,0,14623.68,358797.72,0
3156,1,3197.52,451464.6,0
3157,1,22794.6,552914.88,1
3158,0,8611.2,164748.6,0
3159,1,6087.96,672901.2,0
3160,0,17073.24,168534.36,0
3161,1,15044.4,451749.6,0
3162,1,15619.8,467027.88,0
3163,0,28983.84,209154,1
3164,0,16404.12,135521.64,0
3165,1,5388.6,379498.92,0
3166,1,6068.4,383655.72,0
3167,1,13805.52,659793,0
3168,1,11777.88,364620.84,0
3169,0,7347.24,195250.08,0
3170,0,13467.48,244216.08,0
3171,1,717.6,432000.84,0
3172,0,16236.12,314492.28,0
3173,1,14786.76,608782.32,0
3174,1,11088.12,345645.24,0
3175,1,6213.84,786019.44,0
3176,0,21548.64,150573.96,0
3177,1,11802.72,312601.56,0
3178,0,11884.2,227977.08,0
3179,1,18354.24,632180.52,0
3180,1,3274.44,530996.16,0
3181,0,7634.52,233621.16,0
3182,1,21016.2,460579.08,1
3183,1,8663.04,555238.08,0
3184,1,6137.04,309219.48,0
3185,1,6764.28,496252.2,0
3186,1,13328.64,566657.4,0
3187,1,4836.36,586489.8,0
3188,1,5161.08,350956.56,0
3189,1,3341.64,398253.24,0
3190,1,26741.64,329260.2,1
3191,1,14421.36,361189.92,0
3192,1,5889.6,536233.2,0
3193,0,9514.32,104395.2,0
3194,1,10447.92,446160.84,0
3195,0,13790.52,136044.72,0
3196,1,5922.36,596826.84,0
3197,0,10492.2,130140.24,0
3198,1,13175.4,278689.56,0
3199,1,11713.8,359980.32,0
3200,1,16484.76,517490.52,0
3201,0,15393.12,268322.4,0
3202,1,7640.76,547790.04,0
3203,1,21878.76,296938.2,0
3204,1,7270.32,414182.4,0
3205,1,,334665.96,0
3206,1,5898.24,445545.24,0
3207,1,2980.32,454422.72,0
3208,1,12438,445816.92,0
3209,1,13570.68,422824.44,0
3210,0,12582.48,124704.72,0
3211,1,15022.68,602091.96,0
3212,1,18946.2,734641.56,1
3213,1,,484096.08,0
3214,1,18383.52,403145.16,0
3215,1,11225.64,370919.16,0
3216,0,12674.16,202482.12,0
3217,0,12729.36,257169.48,0
3218,1,3046.2,497665.44,0
3219,1,3877.44,433433.16,0
3220,1,12614.64,380995.68,0
3221,0,11111.4,171099.24,0
3222,0,9974.88,164436,0
3223,1,3370.08,678804.12,0
3224,0,13108.08,245581.8,0
3225,1,8427.36,596507.52,0
3226,1,7957.2,393075.12,0
3227,1,2696.88,304643.88,0
3228,1,13304.16,728706.36,0
3229,0,,240861.84,0
3230,1,4233.6,441023.76,0
3231,0,16682.28,260823,0
3232,1,7195.8,389654.64,0
3233,1,6174.6,549166.8,0
3234,0,5818.68,190603.92,0
3235,1,3344.64,590774.28,0
3236,1,7932.72,429672.6,0
3237,1,13323.6,330013.44,0
3238,1,15675.12,352517.28,0
3239,0,23592.72,212829.36,1
3240,1,7062.72,398693.28,0
3241,1,,514429.92,0
3242,1,15475.2,421978.68,0
3243,1,12651.36,609542.52,0
3244,1,,522157.32,0
3245,1,10773.72,454796.04,0
3246,0,8085.48,160138.32,0
3247,1,7636.08,593851.2,0
3248,1,4944.84,580167.6,0
3249,1,22779.84,732134.64,1
3250,1,19276.8,328587.96,0
3251,1,,492482.4,0
3252,0,,241887,0
3253,1,5836.56,636620.64,0
3254,1,20857.32,465859.56,0
3255,1,,752962.08,0
3256,1,4271.28,416770.68,0
3257,1,,297820.32,0
3258,0,23111.88,245300.04,0
3259,1,9829.32,668598.6,0
3260,0,7065.12,288191.52,0
3261,1,11706.84,345648,0
3262,1,1525.92,488730.6,0
3263,1,8561.28,578117.16,0
3264,1,8852.64,587937.72,0
3265,0,8244.72,168713.52,0
3266,1,5334.12,503492.88,0
3267,1,12735.36,394072.08,0
3268,1,17106,446268.36,0
3269,0,7659.12,255391.8,0
3270,0,13217.28,251243.16,0
3271,1,10658.88,497870.28,0
3272,1,11414.52,247392.96,0
3273,0,13825.2,190229.04,0
3274,1,10597.92,325510.92,0
3275,1,13523.88,568536.24,0
3276,1,8913.84,412241.88,0
3277,0,18385.44,233545.8,0
3278,0,3201.24,341431.2,0
3279,0,3725.16,197759.88,0
3280,1,20427.6,559068.72,0
3281,1,7797.36,475864.8,0
3282,1,7779.84,544707.36,0
3283,1,11943.24,297394.56,0
3284,1,3960.84,549088.56,0
3285,1,16302.84,248408.52,0
3286,1,14001.6,364411.32,1
3287,1,8060.04,313714.92,0
3288,0,5809.08,144543.72,0
3289,1,16855.56,572546.16,0
3290,1,7404,653876.88,0
3291,0,11575.44,257238.72,0
3292,1,5598.96,296632.8,0
3293,1,7425.6,311130.84,0
3294,1,15731.4,347741.52,0
3295,1,1487.16,339741.96,0
3296,1,9435.12,543657.48,0
3297,1,8978.52,563783.16,0
3298,0,25493.88,151812.84,1
3299,0,3916.68,203867.04,0
3300,0,5698.56,179839.68,0
3301,1,719.64,298671,0
3302,1,19335.96,574731.36,0
3303,1,6547.32,326838.72,0
3304,1,,559085.28,0
3305,1,14992.2,626787,0
3306,0,7054.44,221377.2,0
3307,1,15632.76,524160.84,1
3308,0,10900.44,328999.44,0
3309,0,15025.56,166331.28,0
3310,1,3326.04,446124.48,0
3311,1,7482.84,689802,0
3312,1,11318.4,501181.68,0
3313,0,21785.4,227033.04,0
3314,0,11129.04,245982.36,0
3315,0,24096.36,223216.8,1
3316,1,12338.88,375575.52,0
3317,1,4898.88,613578.12,0
3318,1,16265.28,511568.04,0
3319,0,4521.24,192506.88,0
3320,1,10277.76,829491.24,0
3321,1,13328.88,527903.04,0
3322,1,5253.72,334269,0
3323,1,12164.52,726897.72,0
3324,1,23073.96,674430.96,1
3325,1,12801.48,595558.8,0
3326,1,5586.6,407986.2,0
3327,1,10793.76,436343.76,0
3328,1,7113.6,412270.92,0
3329,1,1968,512344.8,0
3330,1,,755701.56,0
3331,0,16021.56,204532.44,0
3332,0,18595.44,143130.36,0
3333,1,17292.84,406232.16,0
3334,1,13891.8,468963.12,0
3335,1,10793.52,436022.64,0
3336,1,3974.04,537026.76,0
3337,1,5270.4,505584.12,0
3338,1,5876.64,324518.76,0
3339,1,7835.88,445722.96,0
3340,1,2481.84,590653.8,0
3341,0,11189.88,179401.08,0
3342,1,13178.76,507982.68,0
3343,0,23515.2,236135.28,0
3344,0,20483.4,249655.92,0
3345,1,15070.56,671654.28,0
3346,1,6455.4,653775.72,0
3347,1,4189.92,466132.2,0
3348,1,2011.32,241810.8,0
3349,1,19349.64,507374.76,0
3350,1,6615,576095.88,0
3351,0,18258,201966.84,0
3352,1,9923.52,736385.28,0
3353,1,9240.96,456123.12,0
3354,0,13313.16,131677.08,0
3355,1,6711.84,642508.92,0
3356,0,4683.36,108600,0
3357,1,18804.24,507105.24,0
3358,1,2043.12,752497.92,0
3359,1,6346.2,554667.48,0
3360,1,,593661,0
3361,0,12005.04,168852.12,0
3362,1,6465,418013.4,0
3363,1,5224.8,422024.76,0
3364,1,1327.92,774311.28,0
3365,1,1842.72,592863.12,0
3366,0,10279.44,228682.44,0
3367,0,11211,248966.52,0
3368,1,9397.44,438176.28,0
3369,0,15253.32,209412.48,0
3370,1,10929.12,403928.64,0
3371,1,8983.8,487346.64,0
3372,1,8027.28,504347.04,0
3373,0,12743.16,223075.44,0
3374,1,9192.12,541861.2,0
3375,0,16754.76,190047,0
3376,1,3185.28,408486.6,0
3377,1,24971.28,413930.04,1
3378,1,3896.28,565241.52,0
3379,0,13620.12,288060.12,0
3380,1,20780.16,674747.04,1
3381,0,13598.76,200993.52,0
3382,1,9391.8,449965.08,0
3383,0,8946.84,154759.56,0
3384,1,17332.32,613854.12,0
3385,0,16086.36,231826.08,0
3386,1,22844.04,494082,1
3387,1,3814.8,506513.88,0
3388,1,10815.84,518911.32,0
3389,1,6335.76,479411.52,0
3390,0,10987.8,202665.72,0
3391,1,13722.6,512337.6,0
3392,1,17862.72,267082.32,1
3393,1,12290.76,325258.32,0
3394,1,7438.8,350608.2,0
3395,1,12087,418717.68,0
3396,1,,510933.72,0
3397,1,16104.6,617310.84,0
3398,0,17738.04,270774.96,0
3399,1,1792.32,627724.92,0
3400,1,3356.64,624101.04,0
3401,1,10437.72,591750.12,0
3402,1,17919.48,676371,0
3403,1,13533.84,520138.68,0
3404,1,11096.28,464123.64,0
3405,1,3738.12,520555.56,0
3406,1,8358.12,343322.28,0
3407,0,3547.56,305429.76,0
